	metrics	textrank	rake trigrams	tf-idf
0	precision	0.044527123725497615	0.0	0.08666666666666667
1	recall	0.26073618410574934	0.0	0.14114707756012104
2	f-score	0.07071346787427812	0.0	0.10509375162603618
