	metrics	textrank	rake trigrams	tf-idf
0	precision	0.03500168300502822	0.0	0.13333333333333333
1	recall	0.18542761586239848	0.0	0.22021022455805064
2	f-score	0.05375183585224569	0.0	0.16237508400566844
